player_id,match_id,rating,won,goals_scored,goals_conceded,possession,normalized_skill_gap,ragequit_flag,matches_this_week,session_match_number,losing_streak,winning_streak,ragequit_rate_historical,win_rate_last10,recency_days,matches_last_week
P1038_H,1038,6.6,0,8,13,16342,0.3076923076923079,1,4,8,0,0,0.17417270271282115,0.38159703355146773,4,6
P1039_A,1039,7.0,1,11,5,18328,0.30769230769230754,0,8,3,0,4,0.10323085823112878,0.36992211899670024,12,5
P1039_H,1039,6.2,0,5,11,14801,0.30769230769230754,1,7,7,5,0,0.005296257082448052,0.7763805801183317,11,8
P103_A,103,7.0,1,7,6,16345,0.15384615384615394,0,12,2,0,1,0.029128033322934486,0.27368973134771757,21,9
P103_H,103,6.6,0,6,7,15244,0.15384615384615394,0,9,6,1,0,0.10611786422968277,0.5555342016476208,29,1
P1040_A,1040,6.4,1,6,9,15397,0.1538461538461536,0,8,6,0,0,0.28612602346615856,0.5444038765163988,21,10
P1040_H,1040,6.8,0,9,6,17333,0.1538461538461536,0,5,4,4,0,0.04644962033366757,0.3420427852713327,10,9
P1041_A,1041,7.0,1,7,4,16781,0.0,0,2,7,0,0,0.08159311790856663,0.390247842182637,14,1
P1041_H,1041,7.0,0,4,7,15052,0.0,0,5,4,5,0,0.29823992241176855,0.37195297500958546,28,8
P1042_A,1042,7.0,0,6,4,16382,0.07692307692307697,0,8,7,4,0,0.14418614367572186,0.7076405107275467,14,5
P1042_H,1042,6.8,1,4,6,15585,0.07692307692307697,0,10,6,0,1,0.07867353200341211,0.433731857820238,24,2
P1043_A,1043,7.0,1,5,3,16037,0.0,0,9,2,0,0,0.18478184085371205,0.41522076967916705,20,1
P1043_H,1043,7.0,0,3,5,15273,0.0,0,12,8,4,0,0.13080968031141663,0.5820324775303658,10,0
P1044_A,1044,7.2,1,9,5,18150,0.23076923076923092,0,12,7,0,0,0.2574924379344278,0.49730403171040544,22,4
P1044_H,1044,6.6,0,5,9,15666,0.23076923076923092,0,12,4,3,0,0.0023937430102739963,0.4555839991905453,8,0
P1045_A,1045,7.2,1,8,2,16860,0.15384615384615394,1,9,1,0,1,0.29903298261036876,0.6256522907071124,24,6
P1045_H,1045,6.8,0,2,8,14591,0.15384615384615394,1,1,8,3,0,0.019893732409559727,0.4475715754804609,16,2
P1046_A,1046,7.0,1,7,3,16443,0.30769230769230754,1,9,6,0,3,0.1611371059164083,0.33329491476762796,27,0
P1046_H,1046,6.2,0,3,7,14690,0.30769230769230754,0,7,3,4,0,0.20921999697957538,0.6451078566125796,22,3
P1047_A,1047,7.2,1,7,7,18273,0.15384615384615394,0,9,3,0,2,0.1649490602238076,0.2406884602148603,28,4
P1047_H,1047,6.8,0,7,7,17151,0.15384615384615394,0,8,8,0,0,0.09023212773622787,0.799805989256398,29,5
P1048_A,1048,7.0,1,6,6,15950,0.07692307692307697,0,1,2,0,3,0.2566298307557326,0.5579786073421358,24,7
P1048_H,1048,6.8,0,6,6,16378,0.07692307692307697,0,12,1,5,0,0.12912690922509462,0.3297813807389146,19,9
P1049_A,1049,7.0,1,7,5,16606,0.2307692307692306,0,8,4,0,0,0.09021040264096795,0.3189087700553845,2,10
P1049_H,1049,6.4,0,5,7,15661,0.2307692307692306,0,8,7,3,0,0.23050011032695608,0.3642294906942074,0,4
P104_A,104,6.6,1,3,8,14800,0.23076923076923092,0,11,6,0,5,0.0437567603983172,0.7275631468502857,13,0
P104_H,104,7.2,0,8,3,17574,0.23076923076923092,1,3,3,3,0,0.06150271458722396,0.6960131058778768,6,3
P1050_A,1050,7.2,1,4,7,16606,0.07692307692307697,0,1,3,0,4,0.0758309297926732,0.2867168800398017,23,2
P1050_H,1050,7.0,0,7,4,16589,0.07692307692307697,1,8,3,2,0,0.1304642932549508,0.5600243885910244,28,7
P1051_A,1051,7.0,1,6,3,17186,0.07692307692307697,0,3,3,0,3,0.006100892087550558,0.7465417613059369,24,6
P1051_H,1051,6.8,0,3,6,15900,0.07692307692307697,0,3,5,4,0,0.2975326956325408,0.6398806210875256,18,2
P1052_A,1052,6.8,0,9,5,17541,0.07692307692307697,0,1,2,5,0,0.1800452858624837,0.5524744631266479,18,9
P1052_H,1052,6.6,1,5,9,14927,0.07692307692307697,0,11,4,0,3,0.2912158320632222,0.3251781761890927,0,0
P1053_A,1053,6.8,0,3,2,14644,0.0,0,5,6,2,0,0.24223597950308418,0.7661170326744109,20,0
P1053_H,1053,6.8,1,2,3,16875,0.0,0,10,6,0,0,0.040292998941822,0.735082486287794,7,10
P1054_A,1054,6.6,1,2,8,14787,0.15384615384615394,0,7,6,0,5,0.06272041653208334,0.39273495939434133,22,3
P1054_H,1054,7.0,0,8,2,17847,0.15384615384615394,0,10,4,2,0,0.010334783616026855,0.4986109958480589,22,4
P1055_A,1055,7.2,0,6,6,16058,0.07692307692307697,0,9,2,5,0,0.25013714323808567,0.24910438928038064,19,6
P1055_H,1055,7.0,1,6,6,16369,0.07692307692307697,0,12,8,0,1,0.17803728422843673,0.5788733220604976,16,0
P1056_A,1056,6.8,0,1,4,14470,0.23076923076923092,0,7,8,0,0,0.06451951507187577,0.23262756027589468,6,3
P1056_H,1056,7.4,1,4,1,17320,0.23076923076923092,0,9,1,0,4,0.2910254399049624,0.7436100506198338,2,3
P1057_A,1057,7.2,0,4,9,15337,0.07692307692307697,1,8,7,2,0,0.2210216924720395,0.7282356123719609,27,2
P1057_H,1057,7.4,1,9,4,18532,0.07692307692307697,0,12,8,0,5,0.2116556476294273,0.36887181940698877,15,4
P1058_A,1058,7.0,1,6,8,15773,0.0,0,2,7,0,3,0.08009816879318972,0.6452293196176719,4,4
P1058_H,1058,7.0,0,8,6,17136,0.0,0,1,2,2,0,0.09401208916819517,0.46361440660554293,8,1
P1059_A,1059,6.8,1,6,8,16112,0.15384615384615394,1,7,3,0,4,0.20039365249175312,0.7072169693981372,2,4
P1059_H,1059,7.2,0,8,6,17137,0.15384615384615394,0,7,7,2,0,0.17806549451966633,0.23688188211114614,11,10
P105_A,105,7.0,1,11,8,18461,0.0,0,8,3,0,1,0.19418506294055796,0.5034243064408378,17,5
P105_H,105,7.0,0,8,11,16655,0.0,1,5,2,4,0,0.26364683464386984,0.43843259490474146,11,0
P1060_A,1060,7.0,1,7,8,16570,0.0,0,3,2,0,1,0.04812027695102587,0.3562208967461935,26,3
P1060_H,1060,7.0,0,8,7,19114,0.0,0,12,4,3,0,0.03490002519911295,0.32556837684832307,26,8
P1061_A,1061,7.2,1,10,2,19928,0.4615384615384615,0,8,4,0,1,0.16938994770088925,0.6059195379641167,25,9
P1061_H,1061,6.0,0,2,10,13555,0.4615384615384615,1,6,5,3,0,0.15004672251684056,0.3211386879669761,7,9
P1062_A,1062,7.2,0,5,4,16975,0.23076923076923092,0,11,6,3,0,0.12086096617008923,0.5793176704495866,1,9
P1062_H,1062,6.6,1,4,5,14707,0.23076923076923092,0,3,5,0,4,0.2714138271934083,0.43382637616771197,21,5
P1063_A,1063,7.0,1,7,3,16069,0.0,0,1,6,0,2,0.1675140768985013,0.3455673341919765,5,7
P1063_H,1063,7.0,0,3,7,16025,0.0,0,3,3,4,0,0.17017541215622564,0.6702290087228753,14,10
P1064_A,1064,6.2,1,7,8,16419,0.07692307692307697,0,5,5,0,4,0.10992879515890538,0.4183364228200068,1,7
P1064_H,1064,6.4,0,8,7,16776,0.07692307692307697,0,3,5,4,0,0.10322155079995927,0.20896882074377562,20,5
P1065_A,1065,6.8,0,3,3,15143,0.07692307692307697,0,1,1,1,0,0.29628133357918873,0.7106871328448834,10,7
P1065_H,1065,7.0,1,3,3,15379,0.07692307692307697,0,5,2,0,2,0.18692183015736516,0.3887166615704375,0,0
P1066_A,1066,6.8,0,1,5,14223,0.15384615384615394,1,10,4,0,0,0.24753470299699518,0.6933873993732322,12,2
P1066_H,1066,7.2,1,5,1,17196,0.15384615384615394,1,7,5,0,1,0.13423744597130594,0.5278002504387935,10,4
P1067_A,1067,6.6,0,1,7,14223,0.23076923076923092,0,7,4,2,0,0.057556291518092925,0.7287958865597719,14,6
P1067_H,1067,7.2,1,7,1,17200,0.23076923076923092,0,11,6,0,2,0.09745229794694352,0.45084070017357736,11,8
P1068_A,1068,7.2,1,8,9,17895,0.0,1,9,5,0,3,0.10383818013943781,0.30168529510998776,22,3
P1068_H,1068,7.2,0,9,8,17472,0.0,0,10,6,1,0,0.16947375747855242,0.21080419419781354,17,7
P1069_A,1069,7.4,1,5,4,16512,0.23076923076923092,0,10,8,0,3,0.04638470510984056,0.6671183856446865,11,0
P1069_H,1069,6.8,0,4,5,15435,0.23076923076923092,1,12,8,4,0,0.1161054363569569,0.6675667741848084,29,3
P106_A,106,6.8,1,4,6,15590,0.07692307692307697,0,3,5,0,5,0.03017315268627698,0.3173724848878759,24,4
P106_H,106,7.0,0,6,4,16855,0.07692307692307697,0,7,8,2,0,0.14895911655075111,0.7732743964426383,30,2
P1070_A,1070,6.8,0,4,6,14806,0.15384615384615394,0,1,7,1,0,0.2842273280179581,0.7694541282343543,28,0
P1070_H,1070,7.2,1,6,4,16588,0.15384615384615394,0,4,3,0,5,0.10168010246885259,0.4193000189764605,27,9
P1071_A,1071,6.8,0,6,6,15843,0.07692307692307697,0,4,1,0,0,0.014913735128193927,0.2885534248837848,16,5
P1071_H,1071,7.0,1,6,6,16784,0.07692307692307697,0,5,6,0,5,0.18262815600921353,0.37033975190884294,19,5
P1072_A,1072,7.4,0,8,9,18328,0.15384615384615394,0,7,2,0,0,0.19041890089614144,0.7575851276761802,21,2
P1072_H,1072,7.0,1,9,8,16982,0.15384615384615394,0,7,2,0,3,0.14387091271056748,0.5656621375148916,18,5
P1073_A,1073,7.2,0,13,9,19065,0.23076923076923092,0,11,3,1,0,0.11905787651830296,0.7486293787610501,5,9
P1073_H,1073,6.6,1,9,13,17635,0.23076923076923092,0,4,8,0,4,0.2677993801770818,0.21369080791831715,3,9
P1074_A,1074,7.2,1,8,5,17004,0.15384615384615394,0,7,3,0,0,0.28153115497924586,0.7945483116816687,15,7
P1074_H,1074,6.8,0,5,8,15913,0.15384615384615394,0,11,8,0,0,0.20194847480973746,0.5767968626357568,13,10
P1075_A,1075,7.4,1,7,4,16575,0.3846153846153845,0,3,7,0,4,0.15036749235994415,0.31143836527347474,1,0
P1075_H,1075,6.4,0,4,7,14487,0.3846153846153845,0,6,2,1,0,0.02026431063005577,0.5040653629771208,9,4
P1076_A,1076,7.2,1,3,2,16688,0.15384615384615394,0,12,6,0,1,0.0903114460526906,0.6920579214577025,10,2
P1076_H,1076,6.8,0,2,3,15643,0.15384615384615394,1,2,2,1,0,0.08552752339721033,0.28465214247806725,29,6
P1077_A,1077,7.0,0,5,5,16640,0.07692307692307697,1,10,1,0,0,0.017472748866682517,0.565155358808339,20,0
P1077_H,1077,7.2,1,5,5,16853,0.07692307692307697,0,9,5,0,0,0.2530089289998947,0.6161352250953357,9,7
P1078_A,1078,6.2,0,2,12,13758,0.30769230769230754,0,5,8,4,0,0.2601142819081834,0.4476937218585829,15,5
P1078_H,1078,7.0,1,12,2,18242,0.30769230769230754,1,6,1,0,4,0.2737112650344505,0.524960611499661,11,5
P1079_A,1079,7.0,0,7,7,18409,0.07692307692307697,0,12,7,2,0,0.2225427931675603,0.7024048928540065,7,10
P1079_H,1079,6.8,1,7,7,16866,0.07692307692307697,0,12,7,0,3,0.21315419101020092,0.7710557121649253,1,7
P107_A,107,7.6,0,14,6,20229,0.3846153846153845,0,12,8,5,0,0.14334795284465446,0.5325137058383949,29,2
P107_H,107,6.6,1,6,14,15786,0.3846153846153845,1,12,8,0,4,0.25721938129258226,0.6215740801378122,10,5
P1080_A,1080,7.0,1,5,2,17272,0.07692307692307697,0,4,2,0,3,0.15304036973166615,0.39368367953135086,21,8
P1080_H,1080,7.2,0,2,5,14673,0.07692307692307697,0,11,5,0,0,0.008892332620995147,0.40043459937233417,23,9
P1081_A,1081,7.2,0,5,4,15801,0.15384615384615394,0,10,2,1,0,0.175473111236066,0.7330427877723267,5,0
P1081_H,1081,6.8,1,4,5,15463,0.15384615384615394,0,7,1,0,0,0.1171372773430358,0.2591946480111855,4,7
P1082_A,1082,6.8,0,9,6,17871,0.07692307692307697,0,12,1,1,0,0.15638938462367727,0.3232926588102843,29,3
P1082_H,1082,6.6,1,6,9,15824,0.07692307692307697,1,9,8,0,3,0.13221182885422852,0.36193644341862097,29,3
P1083_A,1083,6.8,0,5,8,15937,0.0,0,7,6,5,0,0.1490394582333975,0.256613783487883,2,10
P1083_H,1083,6.8,1,8,5,17129,0.0,0,1,6,0,4,0.0325718180454019,0.6005700813163081,23,7
P1084_A,1084,6.8,0,3,6,15168,0.0,1,1,1,1,0,0.004359960541056939,0.7437637249418758,11,7
P1084_H,1084,6.8,1,6,3,16335,0.0,0,9,5,0,1,0.10205622079951363,0.21619697885730615,25,8
P1085_A,1085,6.8,1,4,6,15520,0.07692307692307697,0,11,8,0,3,0.0763616624666858,0.3513765877540811,11,7
P1085_H,1085,7.0,0,6,4,17099,0.07692307692307697,0,9,7,3,0,0.07501731445178945,0.7523672118962326,1,0
P1086_A,1086,6.6,0,2,10,13806,0.3846153846153845,0,4,6,0,0,0.2811285672362707,0.479378647310766,9,9
P1086_H,1086,7.6,1,10,2,19077,0.3846153846153845,0,9,6,0,4,0.24569551152772112,0.7313781394520156,8,1
P1087_A,1087,7.0,0,7,1,16590,0.07692307692307697,1,3,4,1,0,0.0040112586121281435,0.7664234684498705,7,7
P1087_H,1087,6.8,1,1,7,14983,0.07692307692307697,0,7,4,0,3,0.0026157631223576836,0.7945617914952945,21,4
P1088_A,1088,7.2,0,6,9,17088,0.15384615384615394,0,6,6,5,0,0.23306997747637592,0.4374292790471548,14,3
P1088_H,1088,6.8,1,9,6,17368,0.15384615384615394,0,8,2,0,4,0.29545817421932663,0.4057853625004616,26,1
P1089_A,1089,7.6,1,8,3,18097,0.30769230769230754,0,11,5,0,5,0.13956190786408038,0.6491829981316088,8,1
P1089_H,1089,6.8,0,3,8,15286,0.30769230769230754,0,9,3,4,0,0.12993892944471677,0.5567355556527578,5,5
P108_A,108,7.0,1,5,3,16070,0.07692307692307697,0,5,6,0,3,0.08274735754421698,0.5955222071889554,23,1
P108_H,108,7.2,0,3,5,15143,0.07692307692307697,0,1,4,2,0,0.1999901222546376,0.5194176905839957,11,4
P1090_A,1090,7.2,1,8,5,17342,0.07692307692307697,0,3,5,0,4,0.14149482338191793,0.5084848962831379,11,8
P1090_H,1090,7.0,0,5,8,16317,0.07692307692307697,0,10,5,3,0,0.05025561259552713,0.388980757820623,20,3
P1091_A,1091,6.8,0,4,5,15955,0.23076923076923092,0,12,4,1,0,0.14441239580483442,0.5573602241879377,13,10
P1091_H,1091,7.4,1,5,4,16364,0.23076923076923092,0,8,8,0,5,0.11291130352616559,0.3609290699773115,22,5
P1092_A,1092,6.8,1,3,3,15040,0.07692307692307697,0,11,5,0,2,0.26694177394101676,0.41339529519831597,17,3
P1092_H,1092,6.6,0,3,3,14623,0.07692307692307697,0,6,8,2,0,0.23147598303390796,0.578356689625233,16,7
P1093_A,1093,6.6,0,5,10,15404,0.15384615384615394,0,8,5,2,0,0.21037423272071193,0.5819754820377596,7,6
P1093_H,1093,7.0,1,10,5,19938,0.15384615384615394,1,9,4,0,4,0.09814806694553069,0.5462701941986952,4,0
P1094_A,1094,7.2,1,8,5,17658,0.07692307692307697,0,4,1,0,1,0.04188461458870147,0.6048375564028685,30,9
P1094_H,1094,7.0,0,5,8,16221,0.07692307692307697,0,1,6,4,0,0.25940369524831947,0.4471480522343636,8,9
P1095_A,1095,7.0,0,12,7,19555,0.07692307692307697,1,1,2,1,0,0.10282421593782422,0.5566115834377167,6,10
P1095_H,1095,6.8,1,7,12,16544,0.07692307692307697,0,10,8,0,2,0.17788697766975312,0.2571716210406289,30,1
P1096_A,1096,7.2,0,7,8,17255,0.0,0,4,3,0,0,0.17724767037525066,0.49023462961484876,19,9
P1096_H,1096,7.2,1,8,7,17908,0.0,0,12,2,0,4,0.2784159244921128,0.5516265929532408,4,6
P1097_A,1097,7.0,1,2,2,14697,0.15384615384615394,0,7,1,0,1,0.05151709008374863,0.4533237511762118,18,8
P1097_H,1097,7.4,0,2,2,15831,0.15384615384615394,0,2,7,5,0,0.2314936388345581,0.21017898026015253,20,9
P1098_A,1098,7.2,0,7,9,16644,0.0,0,3,1,1,0,0.13877717326259262,0.6206008656827195,9,9
P1098_H,1098,7.2,1,9,7,17668,0.0,0,1,5,0,1,0.05242560347624776,0.4732938126428371,3,0
P1099_A,1099,7.2,1,7,5,17178,0.15384615384615394,0,5,2,0,3,0.2506915821891026,0.29341613310375936,2,5
P1099_H,1099,6.8,0,5,7,15470,0.15384615384615394,0,1,8,0,0,0.2460417317814902,0.783510590153877,23,9
P109_A,109,6.8,0,5,9,15884,0.07692307692307697,0,8,8,2,0,0.012054722953890984,0.7654483344688621,3,2
P109_H,109,7.0,1,9,5,17309,0.07692307692307697,0,1,1,0,5,0.21283200526759977,0.29521182956126407,25,4
P10_A,10,6.8,0,5,4,16605,0.0,0,11,2,1,0,0.04605596585089259,0.6243240974003887,19,6
P10_H,10,6.8,1,4,5,15057,0.0,0,1,1,0,4,0.18310810493696214,0.5105091349669159,13,1
P1100_A,1100,6.8,0,6,6,16006,0.0,1,2,3,4,0,0.1931407894232631,0.3735780520903996,26,3
