player_id,pxi_score,pxi_tier,losing_streak,matches_this_week,ragequit_rate_historical,win_rate_last10,recency_days,assignment,primary_metric_value,early_period_outcome,late_period_outcome,guardrail_ragequit,guardrail_completion,segment_pxi_tier,segment_player_type,segment_play_style,experiment_id
P8585_H,49.36,At Risk,0,1,0.2929886852843167,0.3965450806899194,5,1,0.35463375727759583,0.3786911679590844,0.3453226424115027,0.16110132328759802,0.9533749519045638,At Risk,Veteran,Ranked,EXP-001
P2122_H,46.55,At Risk,3,4,0.0052483311228783,0.7594133415783975,24,0,0.5157826897880868,0.2614776644180578,0.3381149520530489,0.1475446533946695,0.9575775382404035,At Risk,Veteran,Casual,EXP-001
P6321_A,43.94,At Risk,3,2,0.0459012584996691,0.6738962095600389,13,1,0.26259984702604955,0.29256370617952293,0.3751428124254298,0.17282785292922737,0.9548848348646114,At Risk,New,Ranked,EXP-001
P9351_A,49.93,At Risk,4,1,0.2093943568194289,0.634785372173768,11,1,0.3373106093810566,0.31898102576347,0.3128324988225019,0.19133941319167447,0.9447131260546865,At Risk,Veteran,Ranked,EXP-001
P5605_H,53.16,At Risk,1,2,0.1836821647149711,0.7592870123667235,10,1,0.47969174879913745,0.2379817239764518,0.3685744982886602,0.1661068129324228,0.9557238988510863,At Risk,New,Casual,EXP-001
P4380_H,48.25,At Risk,2,5,0.0427341608076262,0.7024551731875208,7,0,0.42623508405782695,0.3053501823883739,0.32435369036829786,0.23041417384315938,0.9700406398662049,At Risk,Veteran,Ranked,EXP-001
P1136_H,52.32,At Risk,0,3,0.0278502844753537,0.2065673140797998,23,0,0.28485371733666554,0.34589786083872737,0.21851175644390136,0.19771371307305463,0.948090038533807,At Risk,New,Ranked,EXP-001
P1809_A,43.14,At Risk,0,1,0.1653868206466957,0.2306306461642698,21,1,0.36177516038517127,0.31507378427502675,0.3457154662406378,0.20608660265320955,0.9563518978166335,At Risk,New,Casual,EXP-001
P757_A,53.12,At Risk,1,1,0.2904610961871454,0.7080171850463612,22,1,0.34514975179549007,0.3246739006794139,0.26256765655604164,0.19590486024147516,0.9462765787467176,At Risk,New,Casual,EXP-001
P3457_A,54.41,At Risk,3,4,0.0324978272707205,0.739650884643025,1,0,0.3581184944678224,0.33550936484909677,0.20709450639257734,0.21705729949877145,0.9370648216704085,At Risk,Veteran,Ranked,EXP-001
P4982_A,52.09,At Risk,2,1,0.2348819819579037,0.7423854911620069,15,0,0.2846688353447363,0.2878848146638197,0.34725181171963493,0.16425996033054915,0.960457593338352,At Risk,Veteran,Ranked,EXP-001
P2514_A,42.72,At Risk,0,1,0.058808580913761,0.6385132331325234,21,1,0.33830990183771503,0.39676058618342913,0.3815424623172656,0.12878525228682758,0.9388954811165958,At Risk,Veteran,Casual,EXP-001
P5512_H,48.87,At Risk,0,2,0.2879009726511775,0.6423584263238732,23,1,0.2253058770917742,0.452554761547653,0.3844496833536328,0.17107748783294233,0.9577229380198438,At Risk,Veteran,Ranked,EXP-001
P7750_A,46.56,At Risk,4,2,0.1354110494713724,0.5282177051405139,6,0,0.34712074654491937,0.30221790862456094,0.3794810859557751,0.19116437151095075,0.9505651074302008,At Risk,Veteran,Casual,EXP-001
P6543_A,50.75,At Risk,4,1,0.069103078184698,0.5561781534897543,28,0,0.37070654843929524,0.3733413475376803,0.1922490823315483,0.18303033943495955,0.943921306469597,At Risk,Veteran,Casual,EXP-001
P1508_A,42.98,At Risk,4,3,0.1855952691562122,0.7399902378679146,5,1,0.3279662859929731,0.327052675057945,0.2430598320997306,0.18550945221935566,0.9434371433570667,At Risk,New,Ranked,EXP-001
P7962_A,52.78,At Risk,0,1,0.0587609475309068,0.3519413364641687,21,1,0.22403268829519943,0.37237500214338404,0.49281675561734395,0.20641820005339745,0.9398375801516862,At Risk,Veteran,Casual,EXP-001
P7498_H,51.69,At Risk,0,2,0.108785294611837,0.4440827498313235,27,0,0.41104103652757457,0.45427688688712375,0.25856406387023,0.18764115148924998,0.9170839765582197,At Risk,New,Casual,EXP-001
P6386_A,50.9,At Risk,0,1,0.2798965851944355,0.2815371401399198,26,0,0.3643029253456609,0.3750985997720556,0.38275199323213804,0.19597825855182044,0.9576579019032337,At Risk,New,Ranked,EXP-001
P6921_H,54.12,At Risk,4,5,0.0755361583996957,0.5419685822525169,28,0,0.2826214691821969,0.20417125104315495,0.28554837213722817,0.1612087451629448,0.9546309365055664,At Risk,New,Casual,EXP-001
P112_H,48.44,At Risk,3,4,0.0465877309330909,0.2914585058828297,8,1,0.32398302653182903,0.37900427279537724,0.3509674881711406,0.15809212621567925,0.9669934050489698,At Risk,New,Casual,EXP-001
P992_A,50.58,At Risk,0,1,0.0207302365941465,0.5070797672382562,29,0,0.22459986173164032,0.42934149437384483,0.2895692602497078,0.21228227846048975,0.9393708619538641,At Risk,Veteran,Ranked,EXP-001
P3805_A,52.6,At Risk,5,4,0.269281011733998,0.3499120825133287,10,0,0.260196781429435,0.32040244686714214,0.3790594324810114,0.18201803070294134,0.9879076725095333,At Risk,Veteran,Ranked,EXP-001
P3714_A,52.55,At Risk,2,3,0.2517414087575654,0.3623856726656024,19,1,0.3047179301578503,0.41957304697822567,0.3552443813870208,0.1675354163310773,0.9424052810430072,At Risk,New,Ranked,EXP-001
P1255_A,44.68,At Risk,2,3,0.2176742550211941,0.5403654619143228,0,1,0.4370087188397833,0.29331034596771927,0.31142309595404694,0.16757211012905762,0.9324978071561061,At Risk,Veteran,Ranked,EXP-001
P4547_H,47.25,At Risk,3,1,0.2736472549129422,0.5370254032732416,5,1,0.2971011960225281,0.23373311695178173,0.26634210823591487,0.16701753756723484,0.9301263016031467,At Risk,New,Casual,EXP-001
P7323_H,51.46,At Risk,2,3,0.2586021994883558,0.6647662583401541,19,1,0.3929520030837241,0.3555735595105648,0.3650562873921891,0.16582081957908315,0.9153215519354068,At Risk,New,Casual,EXP-001
P3563_H,51.28,At Risk,4,2,0.1054828545916575,0.2565344159126176,11,1,0.3046801164056677,0.2134398936161011,0.25416736195171,0.1543370439479268,0.9806525578478625,At Risk,New,Ranked,EXP-001
P451_A,54.2,At Risk,0,2,0.1281402736398358,0.4958141552243487,1,1,0.36357127230780545,0.32704115113427,0.37701833005485086,0.1499915919555898,0.9774213478153732,At Risk,New,Casual,EXP-001
P3184_A,46.29,At Risk,4,4,0.02949604655054,0.6050293270734508,18,0,0.32640947688942923,0.4333844854721482,0.5337237196868638,0.17609991244691162,0.9620149032576951,At Risk,New,Casual,EXP-001
P6169_H,48.35,At Risk,0,1,0.2653466092765124,0.4300050233390459,1,1,0.4103919393469465,0.2019587583596036,0.4461277368395247,0.16814148259359202,0.9320782238444844,At Risk,New,Ranked,EXP-001
P9130_A,53.36,At Risk,1,2,0.0335372842209968,0.2976803752153861,16,0,0.29694263076743005,0.2411656899860491,0.3908042567283728,0.2021431857088659,0.9862253536311824,At Risk,New,Ranked,EXP-001
P9764_H,49.43,At Risk,1,3,0.2338681704125408,0.215722479590889,29,0,0.2192176340748172,0.2597007848373979,0.3305880133991881,0.1858615330653383,0.9429656167695668,At Risk,New,Ranked,EXP-001
P1145_H,50.72,At Risk,1,2,0.0237823433908334,0.503660593310479,4,1,0.24149201755086397,0.3402573425076491,0.199787428237436,0.18530635360155964,0.9446194833754669,At Risk,Veteran,Casual,EXP-001
P3506_H,49.96,At Risk,0,3,0.1658138672064134,0.2416913746245891,6,1,0.3051623757036875,0.317607812755099,0.24596074894707623,0.16513759184891097,0.9787451816087215,At Risk,New,Casual,EXP-001
P5532_A,52.56,At Risk,1,1,0.0713786300972131,0.3592089695576718,23,1,0.25144540819621386,0.44979531498903697,0.44108118492209325,0.1775794316844005,0.9631782116896174,At Risk,New,Casual,EXP-001
P1098_A,54.26,At Risk,1,3,0.1387771732625926,0.6206008656827195,9,0,0.3677248799743984,0.4084806898489681,0.277847269598654,0.1872200220726288,0.9940220627750919,At Risk,Veteran,Ranked,EXP-001
P6068_H,49.55,At Risk,0,1,0.201972836252447,0.527387131089296,22,0,0.30211396445213,0.374095943660538,0.28462601784751296,0.1943239147942535,0.9549744452063803,At Risk,New,Casual,EXP-001
P8176_H,45.35,At Risk,0,1,0.1263937766203467,0.7514051493595877,2,1,0.5228580305969798,0.355907710544357,0.3325927793712668,0.1781221634696327,0.9420593840084255,At Risk,Veteran,Casual,EXP-001
P2388_H,54.18,At Risk,0,1,0.2236144173226116,0.5977341271202515,23,1,0.21484517682422885,0.37445291029616357,0.2654527352123931,0.20158247558648418,0.9377639023308041,At Risk,New,Casual,EXP-001
P1349_H,42.18,At Risk,3,2,0.1183721945157039,0.2362438767805536,10,1,0.36025212508536414,0.2804375215870283,0.25311502178208245,0.18015978617815884,0.9130600764561874,At Risk,Veteran,Ranked,EXP-001
P4910_H,48.91,At Risk,4,3,0.290732293356029,0.373264328599877,13,0,0.2525163185394254,0.4012050554813903,0.3332194919486715,0.1958569423703536,0.9444280845438758,At Risk,Veteran,Ranked,EXP-001
P3219_H,44.45,At Risk,0,1,0.0001978391829265,0.6340994831521932,22,0,0.3000442396053374,0.25370788534849587,0.2702244438450645,0.17020295582821698,0.9728918667765476,At Risk,Veteran,Casual,EXP-001
P4700_H,52.43,At Risk,0,1,0.1973125409530321,0.4503643110873554,27,1,0.3555923185532068,0.40756973684327713,0.2894977083745608,0.14374823266862716,0.9619766834531214,At Risk,Veteran,Casual,EXP-001
P4914_H,52.9,At Risk,5,4,0.0516526213180866,0.4446801576738799,15,1,0.17082968402191595,0.43384207340870046,0.2864887921415893,0.18536717976037045,0.950406160131208,At Risk,New,Casual,EXP-001
P9567_A,44.07,At Risk,5,5,0.0890811182418206,0.2892188395760551,23,0,0.35473827614742326,0.35279375869639773,0.3761247800162017,0.19450648126293252,0.9301013111236733,At Risk,New,Casual,EXP-001
P8855_H,53.26,At Risk,0,3,0.1612204335513009,0.5620015330058459,5,1,0.4875277689243352,0.33180164188374806,0.32761378578189776,0.1915069466361514,0.9545374603602547,At Risk,New,Ranked,EXP-001
P6531_A,52.51,At Risk,0,1,0.2242163970039587,0.4127145554997938,29,0,0.3030374714521924,0.36698321213239454,0.3236249596047504,0.1884437332287488,0.9702562741039075,At Risk,Veteran,Casual,EXP-001
P3027_A,53.55,At Risk,4,4,0.0499889582061489,0.6697826110168812,17,1,0.3644596084747327,0.13067227407945964,0.3897112477084354,0.17302826068090024,0.9586143851293997,At Risk,New,Ranked,EXP-001
P9497_A,49.69,At Risk,0,1,0.2891295453769151,0.2620554854374085,16,0,0.4137666348150924,0.3596391405645611,0.3263612333433528,0.16386507497108815,0.9533347033926671,At Risk,New,Ranked,EXP-001
P6046_A,43.64,At Risk,3,1,0.1401022984555493,0.5422170487645139,1,1,0.332719882847978,0.3365097855617985,0.32415879274255777,0.1910345653808756,0.9340608469343759,At Risk,Veteran,Ranked,EXP-001
P6060_A,37.79,At Risk,4,1,0.1956606575416009,0.7990969502923111,17,1,0.30148608187899195,0.3412079543320314,0.38023673163220584,0.1885289483239655,0.9673436362822402,At Risk,New,Ranked,EXP-001
P6356_A,49.32,At Risk,0,2,0.1270405139016592,0.6974296770987511,22,1,0.1745473433612408,0.3979192852160473,0.39504801848246657,0.16878201818312347,0.8873619036251164,At Risk,New,Casual,EXP-001
P9503_A,48.97,At Risk,2,3,0.0603554686765667,0.5504148659792372,29,0,0.3850102048826835,0.33139980777480194,0.3259841948868056,0.20218848378384113,0.9576569141773028,At Risk,Veteran,Casual,EXP-001
P5667_A,54.59,At Risk,0,1,0.2915990267830086,0.6884859933429606,9,1,0.3365236861113056,0.2595985064368283,0.3510375223939771,0.16234268970904797,1.001406439618892,At Risk,New,Casual,EXP-001
P2589_A,46.95,At Risk,2,2,0.0711816435394935,0.5940137108085464,13,1,0.2691499795310267,0.33440893995517923,0.2864439117929738,0.1683295324241792,0.919832532253363,At Risk,Veteran,Ranked,EXP-001
P5908_A,44.83,At Risk,4,1,0.0855345234776132,0.3713366213733785,20,1,0.35448209359979926,0.3500599057576538,0.28053484006697704,0.2127285042468333,0.9451726109059726,At Risk,Veteran,Casual,EXP-001
P1386_A,48.64,At Risk,0,1,0.2929461262846413,0.2684556833266084,22,0,0.293282341275217,0.34560854997741786,0.39460914789731394,0.19737163875467825,0.9498417801975054,At Risk,Veteran,Casual,EXP-001
P7607_H,51.62,At Risk,4,6,0.1369351359957047,0.3412779997977122,8,0,0.29742088277944717,0.3491277606096516,0.3703261604845922,0.17283981388217953,0.9407483437188684,At Risk,New,Casual,EXP-001
P1902_H,51.85,At Risk,0,3,0.2702790331610959,0.5113942543176879,15,1,0.3904112075925423,0.42284874146439966,0.37910185303740157,0.185747614192871,0.9707274848511795,At Risk,New,Casual,EXP-001
P6013_A,48.56,At Risk,4,4,0.225405181198619,0.3194730380732699,10,1,0.24475515739184409,0.26365601197774235,0.3660359907195416,0.18309584489047676,0.959449020287106,At Risk,Veteran,Ranked,EXP-001
P1823_A,52.19,At Risk,1,3,0.1896033023312332,0.3526637084242836,13,0,0.4154439149269245,0.3501599641667473,0.34046062535854005,0.12508772270045243,0.9530460074509464,At Risk,Veteran,Ranked,EXP-001
P1608_H,47.22,At Risk,5,2,0.2853405928044893,0.5203199584925464,18,1,0.2403133063824316,0.44161573442650626,0.3971612506226254,0.16187052101053237,0.9659454512233856,At Risk,Veteran,Ranked,EXP-001
P4821_H,54.66,At Risk,4,4,0.0523072676886258,0.2206963543044169,2,1,0.29536366451419077,0.2150775988794041,0.4150396462006065,0.17898306765781435,0.9503350141814348,At Risk,New,Ranked,EXP-001
P5874_A,53.76,At Risk,5,3,0.2835934983258676,0.6218165424586817,13,1,0.4890286699355867,0.35845553639042604,0.41325097758877954,0.17286777046881388,1.0135972897764702,At Risk,New,Casual,EXP-001
P157_A,40.82,At Risk,4,1,0.157700652318965,0.3659822702598884,16,0,0.42143887164701743,0.29315515020221905,0.3294517340956456,0.1849420512966084,0.9530269386731348,At Risk,New,Casual,EXP-001
P5561_A,49.96,At Risk,0,3,0.1031930498368779,0.421529347043657,27,1,0.3523105390379085,0.3172337922029645,0.448885755470172,0.2025896462589584,0.953905641969794,At Risk,New,Casual,EXP-001
P9280_A,51.96,At Risk,3,3,0.2224325371753926,0.7612968619675877,22,1,0.2745542868589589,0.2772299180092398,0.3621117050617509,0.17356928430692145,0.9157906390085344,At Risk,New,Ranked,EXP-001
P249_A,49.23,At Risk,2,3,0.0392315996130606,0.5326693006436705,12,1,0.30535750422817803,0.33230065139403675,0.39236497682317834,0.1588469040775427,0.9391309934539315,At Risk,Veteran,Ranked,EXP-001
P9691_A,44.21,At Risk,0,1,0.1867468757145184,0.6772454524554639,15,1,0.3504883210624687,0.48291004552057515,0.3661283830235325,0.1864970331702209,0.9729475536359962,At Risk,New,Casual,EXP-001
P4111_A,50.49,At Risk,0,3,0.0321345353465326,0.2423480459486437,21,0,0.33981049010223596,0.2422941659478267,0.35550080239056464,0.17346753332864392,0.9232908629928025,At Risk,Veteran,Ranked,EXP-001
P4061_A,48.17,At Risk,0,1,0.0759322015103951,0.3950226160106135,18,1,0.3381937673710154,0.25739621081433584,0.2898921759302511,0.17687872998356194,0.9068488565139609,At Risk,Veteran,Casual,EXP-001
P1432_A,39.96,At Risk,2,1,0.0133211517719146,0.4165903849690527,19,0,0.33469064469509463,0.23948510069475354,0.3895311777920275,0.17416452561693843,0.9506463094237515,At Risk,New,Casual,EXP-001
P7838_A,46.95,At Risk,2,2,0.2786454144986166,0.2353582342283235,1,0,0.320943304283087,0.46638362966844477,0.5501125501785822,0.2248367560002197,0.9774148901494996,At Risk,Veteran,Ranked,EXP-001
P286_H,49.91,At Risk,0,1,0.2103709550308677,0.7039219657782765,25,0,0.22899579270056308,0.30237075605645564,0.3089278488982228,0.1351859147800411,0.9508476245739225,At Risk,Veteran,Ranked,EXP-001
P5630_A,50.32,At Risk,0,2,0.1571676901231064,0.2026273863988731,15,0,0.29831334541215365,0.33507963437995925,0.34231750418532864,0.17223332193734708,0.9432775079474731,At Risk,New,Ranked,EXP-001
P3909_H,36.92,At Risk,4,2,0.2727114427425626,0.2892113323226633,24,0,0.40550534164361485,0.3068315577111427,0.3035792257003901,0.17992621948703216,0.9128302412451803,At Risk,New,Ranked,EXP-001
P7179_H,39.92,At Risk,5,2,0.2867470171055026,0.6825040849356779,4,1,0.24251176111342132,0.2742627264076085,0.3084473093730111,0.16437715015434443,0.9590450824540439,At Risk,Veteran,Casual,EXP-001
P4178_A,47.46,At Risk,4,5,0.0607243622163658,0.7128576575471468,23,1,0.33080229218570806,0.32738721656857883,0.4606792659110886,0.19799651664256565,0.9632255021776609,At Risk,Veteran,Ranked,EXP-001
P509_A,42.4,At Risk,5,3,0.0203920514470211,0.4065984124154863,27,1,0.2836004307350638,0.5291224460696684,0.2945944707722129,0.19626515357439278,0.9143653500179779,At Risk,Veteran,Ranked,EXP-001
P3018_H,50.39,At Risk,1,1,0.0822638007596951,0.341755256134692,25,0,0.3453401471619186,0.4412661119809717,0.3014913725448596,0.17904490763022918,0.9726906489739443,At Risk,Veteran,Ranked,EXP-001
P3094_A,52.09,At Risk,1,3,0.1285477468504645,0.6469124416175744,6,1,0.31589137473809537,0.2811149574473588,0.22609678750252557,0.17458652489312612,0.9653139105178421,At Risk,New,Casual,EXP-001
P3627_A,54.03,At Risk,0,2,0.0677714818499337,0.223251340877763,4,0,0.4476567855066027,0.3855033003193203,0.2802548818317857,0.17776086331536706,0.9726463188509469,At Risk,Veteran,Ranked,EXP-001
P3422_A,39.54,At Risk,5,1,0.295768481115893,0.4471693151922044,25,0,0.37494307824885004,0.27471894432728844,0.2090408480177943,0.17790426692704378,0.9616705018366668,At Risk,Veteran,Casual,EXP-001
P2206_H,42.29,At Risk,3,2,0.1431718102897466,0.489304829851808,10,0,0.2387459428832869,0.20395006385041808,0.3843221719709735,0.17843253943748474,0.9630736541762264,At Risk,Veteran,Casual,EXP-001
P7739_H,52.46,At Risk,3,2,0.1511910592585948,0.3057131397590952,3,0,0.38727497806986605,0.41336136773308074,0.5466973219156145,0.17624001796966401,0.9604144179740347,At Risk,Veteran,Ranked,EXP-001
P3858_H,51.29,At Risk,2,3,0.167747559860616,0.2517230437209711,14,0,0.27897857596597153,0.42389095421360196,0.3095357583555759,0.18504898629184785,0.9673694464300239,At Risk,Veteran,Ranked,EXP-001
P9211_A,49.88,At Risk,0,1,0.0103400910929426,0.7464651573153709,29,0,0.29378297178382273,0.4153493136034877,0.21215983081903125,0.1950642412965573,0.9136248446175216,At Risk,Veteran,Ranked,EXP-001
P3484_A,52.39,At Risk,0,2,0.1384241662603571,0.6920085496400362,8,1,0.36850504460602346,0.30980709283345403,0.412409974865787,0.15539479704802844,0.9199788113275696,At Risk,New,Ranked,EXP-001
P518_A,47.31,At Risk,5,6,0.1521153487043811,0.7357168960789553,1,1,0.3081681182622129,0.3325084975232513,0.29055332057613126,0.158986722015337,0.9352798419962045,At Risk,Veteran,Casual,EXP-001
P4402_A,44.08,At Risk,2,2,0.1610020708739486,0.5935810863755557,20,1,0.41187490064258936,0.40115743996899345,0.4423210850984602,0.14502963941032954,0.9474035965665489,At Risk,New,Ranked,EXP-001
P2447_A,49.01,At Risk,0,2,0.0483376982699832,0.2701810787671974,24,1,0.2869891963926467,0.37432305319737325,0.3238760243205332,0.19732794800715198,0.9577627384661636,At Risk,Veteran,Casual,EXP-001
P6860_H,51.57,At Risk,0,1,0.1732031075395866,0.241401442084323,30,1,0.2986409032109069,0.3155165533998514,0.29767700488769977,0.18500646586380926,0.9564936330645769,At Risk,Veteran,Ranked,EXP-001
P1356_A,51.53,At Risk,3,5,0.0409800643307243,0.6716205816040617,0,0,0.28783782007324665,0.2157315206731495,0.3236709790746481,0.19010535031865541,0.9723421162291206,At Risk,Veteran,Casual,EXP-001
P5157_H,53.55,At Risk,0,2,0.2293282782954323,0.4981807016640335,26,1,0.3026336577482076,0.35352925204123675,0.40175747939412043,0.1514100352327306,0.9729699059716069,At Risk,New,Ranked,EXP-001
P39_H,49.76,At Risk,0,1,0.2440507533532658,0.2748915724199068,15,0,0.4193294475105312,0.4178178219787849,0.31996619475640137,0.21569896245760276,0.9325522978341241,At Risk,Veteran,Ranked,EXP-001
P652_H,40.16,At Risk,4,1,0.0514686380658825,0.5409377440502942,11,1,0.39209684239141174,0.25530063715134166,0.3077953197607515,0.16782298183709285,0.9547715222010094,At Risk,New,Ranked,EXP-001
P1416_A,44.52,At Risk,3,1,0.0665997823053288,0.3746253211745655,23,0,0.4650748021555041,0.3848430776875307,0.3221075129368825,0.18336411614222511,0.9330433690455632,At Risk,New,Casual,EXP-001
P127_A,51.37,At Risk,3,5,0.1640536677561944,0.7411620596420714,25,1,0.5148465508720542,0.3698324729655136,0.24973804668088376,0.19708769321356742,0.9462350592329286,At Risk,New,Casual,EXP-001
P6861_H,48.36,At Risk,3,2,0.065225356418168,0.3395436306561112,22,1,0.26779929430826777,0.4011861049161018,0.37473766701181915,0.16026040488407856,0.9564358273809699,At Risk,Veteran,Casual,EXP-001
P9048_A,50.72,At Risk,0,4,0.2398942167399542,0.2781802598884839,9,0,0.342274392636814,0.4023109649289537,0.20317417812101626,0.16907351282974667,0.8818257584705661,At Risk,New,Casual,EXP-001
P2898_H,44.67,At Risk,3,2,0.1860041213089302,0.3046262852159083,5,1,0.2569025962834069,0.2929845533797911,0.31173530306802294,0.18358343549201747,0.9982248807927936,At Risk,Veteran,Ranked,EXP-001
P2972_A,50.54,At Risk,0,1,0.1301482659901401,0.4774960532866298,19,1,0.28675731601165483,0.22388974092764558,0.4018779521414227,0.2371494615092941,0.9613281735479494,At Risk,New,Casual,EXP-001
P4164_H,48.16,At Risk,0,2,0.1286582588505198,0.5745016642015568,19,1,0.2978068199818504,0.3050393875263524,0.3676983163916605,0.18602249485704048,0.9380859344917318,At Risk,Veteran,Ranked,EXP-001
